kind,id,score,blocker,recoverable_share,confidence,score_model_id,rubric_version
onet,14146,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6049,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11979,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3401,42,interpersonal,0.23,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1362,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7389,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9197,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12366,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1288,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9361,20,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11375,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11680,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4190,28,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6391,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1783,82,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8721,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5226,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5215,18,interpersonal,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7569,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2487,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7281,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7078,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6752,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5581,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,150,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,206,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9137,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7793,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9315,85,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8872,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5695,75,data_access,0.5,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8998,55,interpersonal,0.32,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1488,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9633,92,judgment,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4301,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4716,15,interpersonal,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1045,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3622,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9946,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11325,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3684,30,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3627,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4739,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6391,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6536,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3786,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4376,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8382,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2127,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6517,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,307,75,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14908,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9211,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8973,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4468,85,judgment,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10027,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2970,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10701,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7767,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8218,48,interpersonal,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2187,48,interpersonal,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3043,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4503,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11718,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12277,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7749,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9394,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13675,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9017,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7050,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8834,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8423,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1569,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5523,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9354,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3140,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1908,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11814,42,interpersonal,0.23,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1299,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4209,70,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1627,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,367,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10123,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6923,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14947,18,interpersonal,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,798,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3071,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8399,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6258,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5212,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2405,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12689,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6247,85,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1666,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10626,20,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,666,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4022,72,data_access,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,924,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13720,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1499,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7505,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5659,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6704,62,interpersonal,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1401,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8272,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15312,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2066,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14050,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9987,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13910,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1155,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4074,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6037,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8589,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15411,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3591,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14706,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9762,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10794,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2506,72,data_access,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8347,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7320,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,288,22,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6834,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8497,48,interpersonal,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4805,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2929,28,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4379,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,72,82,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,386,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9176,82,none,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14175,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10029,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5316,88,interpersonal,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2449,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9820,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8217,20,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6015,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14871,78,none,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13850,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1992,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1555,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4616,42,interpersonal,0.23,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2938,12,physical,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,796,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3641,15,physical,0.07,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8371,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11582,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3238,48,judgment,0.27,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5019,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9670,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14935,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4653,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10463,8,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5321,10,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6283,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13828,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8063,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2931,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1830,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3870,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1040,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5490,58,interpersonal,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10551,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3322,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8226,38,interpersonal,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7378,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,58,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1900,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1268,95,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7517,5,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8720,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,894,28,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14174,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,509,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3372,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,444,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15177,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7195,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10129,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9416,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2110,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5227,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8568,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3011,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2284,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1662,45,judgment,0.22,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5674,15,interpersonal,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1226,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7618,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13284,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,945,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14713,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1193,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2942,32,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5727,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4277,62,interpersonal,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,571,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7398,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6338,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5097,38,judgment,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4669,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7835,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10519,82,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10957,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10880,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5841,96,none,0.85,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4343,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10356,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7624,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3461,25,interpersonal,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,725,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12033,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8192,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2263,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3770,48,judgment,0.25,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1266,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15231,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3474,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10004,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,27,25,judgment,0.1,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8216,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2268,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3779,42,interpersonal,0.2,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13110,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3122,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14229,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10265,95,none,0.82,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2551,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,441,38,judgment,0.18,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8923,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5898,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3612,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3076,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,848,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6453,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5143,78,interpersonal,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6957,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6127,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14402,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13593,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2188,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8912,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13933,48,judgment,0.25,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12806,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1570,62,interpersonal,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3978,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7427,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6692,85,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,470,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,2160,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9084,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13928,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10313,96,none,0.85,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,1637,48,interpersonal,0.25,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5648,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2611,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7821,10,interpersonal,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,6054,92,none,0.75,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7831,85,data_access,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9099,10,physical,0.03,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5824,88,judgment,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4010,35,interpersonal,0.15,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8469,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11306,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3332,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,3870,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9203,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,264,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1280,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4937,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2820,35,judgment,0.15,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5283,72,interpersonal,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10272,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9050,90,none,0.7,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14243,6,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,8442,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6488,15,judgment,0.05,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3840,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,5671,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1262,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,4587,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13084,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1684,55,judgment,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14202,88,data_access,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15154,12,physical,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2287,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9306,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10663,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8587,82,none,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9779,88,none,0.65,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4925,78,judgment,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,2727,78,data_access,0.5,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,11690,62,judgment,0.38,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13896,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,468,22,judgment,0.08,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10905,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,7956,82,data_access,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15258,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13909,12,judgment,0.04,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12793,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,191,72,judgment,0.45,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13585,5,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,981,82,judgment,0.55,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,429,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,5175,12,physical,0.04,medium,codex-gpt-5,v2.0-0bc6e57d39a2
micro,1096,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6573,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7907,3,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10542,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12581,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,6115,58,judgment,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,4139,85,none,0.6,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,198,68,interpersonal,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,9072,62,judgment,0.38,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,15028,8,physical,0.02,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7127,68,judgment,0.42,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14310,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,9726,94,none,0.8,high,codex-gpt-5,v2.0-0bc6e57d39a2
micro,3879,58,interpersonal,0.35,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,10925,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,7193,1,physical,0,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,357,30,interpersonal,0.12,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,13666,62,judgment,0.38,medium,codex-gpt-5,v2.0-0bc6e57d39a2
onet,8959,55,interpersonal,0.3,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,14581,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
onet,12899,2,physical,0.01,high,codex-gpt-5,v2.0-0bc6e57d39a2
